ontology_class_slug	ontology_class_label	mixs_context_label	mixs_environment_label	claude-3-opus-20240229|2024-05-07T11:45 EDT	claude-3-opus-20240229|2024-05-07T17:00 EDT	claude-3-opus-20240229|2024-05-07T18:40 EDT	claude-3-opus-20240229|2024-05-08T09:30 EDT	expand-subset|2024-05-09T16:48 EDT
ENVO_01000358	acidic water	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000358	acidic water	env_medium	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.6
ENVO_01000358	acidic water	env_medium	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_01000358	acidic water	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000358	acidic water	env_medium	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.8
ENVO_01000358	acidic water	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 0.9
ENVO_01000358	acidic water	env_medium	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002006/liquid water @ 1.0
ENVO_01000359	limestone cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000359	limestone cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000360	solutional cave	env_local_scale	MicrobialMatBiofilm				0.8|Solutional caves, formed by the dissolution of soluble rocks such as limestone, gypsum, and dolomite, can provide surfaces and environmental conditions suitable for microbial mat and biofilm growth.	0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000360	solutional cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000361	primary cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000361	primary cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000362	inflationary cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000362	inflationary cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000363	erosional cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000363	erosional cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000364	glacier cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000364	glacier cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000365	ice cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000365	ice cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000366	talus cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000366	talus cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000367	anchialine cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000367	anchialine cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000368	anchialine pool	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000033/pond @ 0.8
ENVO_01000369	anchialine cave	env_local_scale	MicrobialMatBiofilm				0.8|Anchialine caves, which contain bodies of saline or brackish water with subterranean connections to the ocean, can provide unique environments for the development of microbial mats and biofilms adapted to these conditions.	
ENVO_01000369	vadose cave	env_local_scale	MicrobialMatBiofilm					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.8
ENVO_01000369	vadose cave	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000067/cave @ 0.7
ENVO_01000371	agricultural waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_01000372	household waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_01000373	biological waste material	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002264/waste material @ 0.6
ENVO_01000382	cold desert	env_local_scale	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.9
ENVO_01000382	cold desert	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000097/desert area @ 0.8
ENVO_01000417	house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_01000417	house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_01000417	house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_01000417	house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_01000418	human house	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.8
ENVO_01000418	human house	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_00000073/building @ 0.95
ENVO_01000418	human house	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_01000418	human house	env_local_scale	Water					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000073/building @ 0.6
ENVO_01000419	domestic garden	env_local_scale	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000011/garden @ 0.9
ENVO_01000419	domestic garden	env_local_scale	WastewaterSludge				0.1|A domestic garden is not a relevant local environmental context for wastewater sludge samples, as these samples are typically associated with wastewater treatment facilities or related infrastructure.	
ENVO_01000421	indoor kitchen	env_local_scale	Air			0.8|Kitchens can have unique airborne particles and compounds related to cooking activities that provide relevant context for indoor air samples.		
ENVO_01000421	indoor kitchen	env_local_scale	BuiltEnvironment			0.95|Kitchens are specialized local environments within buildings with distinct characteristics that are highly relevant for built environment samples.		
ENVO_01000422	bathroom	env_local_scale	Air			0.8|Bathrooms can have distinct air quality characteristics compared to other indoor environments due to moisture, ventilation, and other factors.		0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_01000422	bathroom	env_local_scale	BuiltEnvironment			0.95|Bathrooms represent unique local environments within buildings with specific environmental conditions that are important for built environment samples.		0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_01000423	living room	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_01000423	living room	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_01000425	indoor toilet	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.9
ENVO_01000425	indoor toilet	env_local_scale	BuiltEnvironment			0.95|Toilets are distinct local environments within buildings that provide highly specific contexts for built environment samples.		0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000426/room @ 0.95
ENVO_01000426	room	env_local_scale	Air			0.9|Individual rooms within buildings can have distinct air quality conditions based on factors like ventilation, occupancy, and activities.		
ENVO_01000426	room	env_local_scale	BuiltEnvironment			0.95|Rooms provide specific, localized environmental contexts within buildings that are highly relevant for built environment samples.		
ENVO_01000427	carbon nanotube enriched soil	env_medium	Agriculture					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_01000427	carbon nanotube enriched soil	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.8
ENVO_01000427	carbon nanotube enriched soil	env_medium	PlantAssociated					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 0.9
ENVO_01000427	carbon nanotube enriched soil	env_medium	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001998/soil @ 1.0
ENVO_01000428	area of rocky shore	env_local_scale	Sediment					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000316/intertidal zone @ 0.9
ENVO_01000441	andesite	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001995/rock @ 1.0
ENVO_01000442	dacite	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00001995/rock @ 1.0
ENVO_01000446	ravine	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000100/valley @ 0.8
ENVO_01000449	wet meadow ecosystem	env_local_scale	Soil					0.5|Inferred from claude-3-opus-20240229 2024-05-08T09:30 EDT: ENVO_00000108/meadow ecosystem @ 0.8
ENVO_01000458	concrete	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000459	asphalt concrete	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000460	asphalt	env_medium	HydrocarbonResourcesCores					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 0.9
ENVO_01000460	asphalt	env_medium	HydrocarbonResourcesFluidsSwabs					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_00002985/oil @ 1.0
ENVO_01000461	refined asphalt	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000462	masonry cement	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000463	hydraulic cement	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000464	non-hydraulic cement	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000465	building wall	env_local_scale	BuiltEnvironment			0.9|Walls define and compartmentalize local environments within buildings and are highly relevant for interior built environment samples.		
ENVO_01000469	exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
ENVO_01000472	building roof	env_local_scale	BuiltEnvironment			0.85|Building roofs can significantly influence the local environment, particularly for exterior built environment samples or those near the top of a building.		
ENVO_01000473	thatch	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000474	brick material	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000476	plaster	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000477	gypsum plaster	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000478	cement plaster	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000479	lime plaster	env_medium	MiscellaneousNaturalOrArtificialEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T17:00 EDT: ENVO_0010001/anthropogenic environmental material @ 0.8
ENVO_01000486	building floor	env_local_scale	Air			0.7|Different building floors may have somewhat varying airflow and contaminant profiles, providing relevant context for some air samples.		
ENVO_01000486	building floor	env_local_scale	BuiltEnvironment			0.9|Building floors can define distinct local environments within a building, especially relevant for interior built environment samples.		
ENVO_01000487	brick building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000487	brick building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000488	wooden building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000488	wooden building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000489	concrete building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000489	concrete building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000490	sandy building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000490	sandy building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000491	glass building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000491	glass building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000492	dung building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000492	dung building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000493	stone building floor	env_local_scale	Air					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.7
ENVO_01000493	stone building floor	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000486/building floor @ 0.9
ENVO_01000494	thatched exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
ENVO_01000495	stone exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
ENVO_01000496	straw exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
ENVO_01000497	mud exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
ENVO_01000498	volcanic dike	env_local_scale	HydrocarbonResourcesCores				0.7|Volcanic dikes, which are sheet-like intrusions of magma into pre-existing rock formations, can potentially influence local hydrocarbon accumulation and provide relevant context for some hydrocarbon resource cores.	
ENVO_01000499	pole-reinforced mud exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
ENVO_01000500	brick exterior wall	env_local_scale	BuiltEnvironment					0.5|Inferred from claude-3-opus-20240229 2024-05-07T18:40 EDT: ENVO_01000465/building wall @ 0.9
